Sorted items by pricing:

Price: 15.00, Host Name: Katharina, Neighborhood: Moabit Ost, Room Type: Private room
Price: 15.00, Host Name: Kevin, Neighborhood: Wedding Zentrum, Room Type: Private room
Price: 15.00, Host Name: Kira, Neighborhood: Prenzlauer Berg Nord, Room Type: Private room
Price: 15.00, Host Name: Klara, Neighborhood: Rixdorf, Room Type: Private room
Price: 15.00, Host Name: Konstantin, Neighborhood: West 4, Room Type: Private room
Price: 15.00, Host Name: Kristin, Neighborhood: Friedenau, Room Type: Private room
Price: 15.00, Host Name: Lara, Neighborhood: Moabit West, Room Type: Private room
Price: 15.00, Host Name: Laura, Neighborhood: südliche Luisenstadt, Room Type: Private room
Price: 15.00, Host Name: Laura, Neighborhood: Prenzlauer Berg Nord, Room Type: Private room
Price: 15.00, Host Name: Laura, Neighborhood: Frankfurter Allee Süd FK, Room Type: Private room
Price: 15.00, Host Name: Lea, Neighborhood: Reuterstraße, Room Type: Private room
Price: 15.00, Host Name: Leander, Neighborhood: Frankfurter Allee Süd FK, Room Type: Entire home/apt
Price: 15.00, Host Name: Lennart, Neighborhood: Prenzlauer Berg Nord, Room Type: Private room
Price: 15.00, Host Name: Lise, Neighborhood: Parkviertel, Room Type: Private room
Price: 15.00, Host Name: Louis, Neighborhood: Alexanderplatz, Room Type: Private room
Price: 15.00, Host Name: Louis, Neighborhood: Moabit Ost, Room Type: Private room
Price: 15.00, Host Name: Luca, Neighborhood: Brunnenstr. Nord, Room Type: Private room
Price: 15.00, Host Name: Luise, Neighborhood: Reuterstraße, Room Type: Private room
Price: 15.00, Host Name: Lukas, Neighborhood: Prenzlauer Berg Nordwest, Room Type: Private room
Price: 15.00, Host Name: Lukas, Neighborhood: Tempelhofer Vorstadt, Room Type: Private room
Price: 15.00, Host Name: Luzia, Neighborhood: Prenzlauer Berg Nord, Room Type: Private room
Price: 15.00, Host Name: Luzia, Neighborhood: Spandau Mitte, Room Type: Private room
Price: 15.00, Host Name: Mahmoud, Neighborhood: Grunewald, Room Type: Private room
Price: 15.00, Host Name: Mairim, Neighborhood: Frankfurter Allee Süd FK, Room Type: Private room
Price: 15.00, Host Name: Malte, Neighborhood: Parkviertel, Room Type: Private room
